Date,Consumption,Production,Battery Charging,Battery Discharging,"Smart Meter 
Messung Haus - currentPower 
192.168.86.161","Smart Meter 
Messung Haus - activeDevice 
192.168.86.161","Inverter 
PV-Anlage - currentPower 
192.168.86.250","Inverter 
PV-Anlage - activeDevice 
192.168.86.250","Smart Plug 
Entfeuchter Waschen - currentPower 
192.168.86.23","Smart Plug 
Entfeuchter Waschen - activeDevice 
192.168.86.23","Smart Plug 
Wasserpumpe - currentPower 
192.168.86.27","Smart Plug 
Wasserpumpe - activeDevice 
192.168.86.27","Car Charging 
Ladestation - currentPower 
","Car Charging 
Ladestation - activeDevice 
","Energy Measurement 
Entfeuchter Waschen - currentPower 
192.168.86.23","Energy Measurement 
Entfeuchter Waschen - activeDevice 
192.168.86.23","Energy Measurement 
Wasserpumpe - currentPower 
192.168.86.27","Energy Measurement 
Wasserpumpe - activeDevice 
192.168.86.27"
2026-08-07T00:00:00.000+02:00,605,0,0,0,604.33,1,0,0,5,1,0,0,0,0,0,0,0,0
2026-08-07T00:15:00.000+02:00,558,0,0,0,557,1,0,0,0,0,0,0,0,0,0,0,0,0
2026-08-07T00:30:00.000+02:00,587,0,0,0,586,1,0,0,0,0,0,0,0,0,0,0,0,0
2026-08-07T00:45:00.000+02:00,542,0,0,0,541.67,1,0,0,0,0,0,0,0,0,0,0,0,0
2026-08-07T01:00:00.000+02:00,565,0,0,0,564.67,1,0,0,0,0,0,0,0,0,0,0,0,0
2026-08-07T01:15:00.000+02:00,572,0,0,0,571.33,1,0,0,0,0,0,0,0,0,0,0,0,0
2026-08-07T01:30:00.000+02:00,592,0,0,0,591.33,1,0,0,0,0,0,0,0,0,0,0,0,0
2026-08-07T01:45:00.000+02:00,583,0,0,0,583,1,0,0,0,0,0,0,0,0,0,0,0,0
2026-08-07T02:00:00.000+02:00,582,0,0,0,581,1,0,0,0,0,0,0,0,0,0,0,0,0
2026-08-07T02:15:00.000+02:00,576,0,0,0,575.33,1,0,0,0,0,0,0,0,0,0,0,0,0
2026-08-07T02:30:00.000+02:00,611,0,0,0,610.33,1,0,0,0,0,0,0,0,0,0,0,0,0
2026-08-07T02:45:00.000+02:00,610,0,0,0,609,1,0,0,0,0,0,0,0,0,0,0,0,0
2026-08-07T03:00:00.000+02:00,568,0,0,0,567.33,1,0,0,0,0,0,0,0,0,0,0,0,0
2026-08-07T03:15:00.000+02:00,546,0,0,0,545,1,0,0,0,0,0,0,0,0,0,0,0,0
2026-08-07T03:30:00.000+02:00,595,0,0,0,594.67,1,0,0,0,0,0,0,0,0,0,0,0,0
2026-08-07T03:45:00.000+02:00,588,0,0,0,587,1,0,0,0,0,0,0,0,0,0,0,0,0
2026-08-07T04:00:00.000+02:00,610,0,0,0,609,1,0,0,0,0,0,0,0,0,0,0,0,0
2026-08-07T04:15:00.000+02:00,534,0,0,0,533.67,1,0,0,0,0,0,0,0,0,0,0,0,0
2026-08-07T04:30:00.000+02:00,584,0,0,0,583.33,1,0,0,0,0,0,0,0,0,0,0,0,0
2026-08-07T04:45:00.000+02:00,614,0,0,0,613.67,1,0,0,0,0,0,0,0,0,0,0,0,0
2026-08-07T05:00:00.000+02:00,637,0,0,0,637,1,0,0,0,0,0,0,0,0,0,0,0,0
2026-08-07T05:15:00.000+02:00,800,0,0,0,799.67,1,0,0,0,0,114.33,1,0,0,0,0,0,0
2026-08-07T05:30:00.000+02:00,1683,0,0,0,1683,1,0,0,0,0,911.67,1,0,0,0,0,0,0
2026-08-07T05:45:00.000+02:00,1652,0,0,0,1651.67,1,0,0,0,0,923.67,1,0,0,0,0,0,0
2026-08-07T06:00:00.000+02:00,1755,0,0,0,1754.67,1,0,0,101,1,920,1,0,0,0,0,0,0
2026-08-07T06:15:00.000+02:00,781,0,0,0,780.67,1,0,0,104.33,1,40.67,1,0,0,0,0,0,0
2026-08-07T06:30:00.000+02:00,747,1,0,0,744.67,1,1.33,1,106.33,1,0,1,0,0,0,0,0,0
2026-08-07T06:45:00.000+02:00,772,134,0,0,638,1,133.67,1,77.67,1,0,1,0,0,0,0,0,0
2026-08-07T07:00:00.000+02:00,922,276,0,0,644.33,1,276.33,1,89.67,1,0,1,0,0,0,0,0,0
2026-08-07T07:15:00.000+02:00,804,311,0,0,492.33,1,311.33,1,101,1,0,1,0,0,0,0,0,0
2026-08-07T07:30:00.000+02:00,777,383,0,0,394,1,382.67,1,76.67,1,26.67,1,0,0,0,0,0,0
2026-08-07T07:45:00.000+02:00,906,495,0,0,409.67,1,495.33,1,85.33,1,67.67,1,0,0,0,0,0,0
2026-08-07T08:00:00.000+02:00,890,536,0,0,354,1,535.67,1,101,1,33.33,1,0,0,0,0,0,0
2026-08-07T08:15:00.000+02:00,799,701,0,0,97.33,1,701,1,65.33,1,26.33,1,0,0,0,0,0,0
2026-08-07T08:30:00.000+02:00,720,849,0,0,-128.33,1,848.67,1,89,1,0,1,0,0,0,0,0,0
2026-08-07T08:45:00.000+02:00,770,1104,0,0,-333.33,1,1104,1,94.33,1,0,1,0,0,0,0,0,0
2026-08-07T09:00:00.000+02:00,741,1519,0,0,-778,1,1519,1,66.33,1,0,1,0,0,0,0,0,0
2026-08-07T09:15:00.000+02:00,764,1193,0,0,-428.67,1,1192.67,1,80.67,1,0,1,0,0,0,0,0,0
2026-08-07T09:30:00.000+02:00,742,1537,0,0,-794.33,1,1537,1,94.67,1,0,1,0,0,0,0,0,0
2026-08-07T09:45:00.000+02:00,746,1974,0,0,-1228,1,1974.33,1,66.67,1,0,1,0,0,0,0,0,0
2026-08-07T10:00:00.000+02:00,898,1962,0,0,-1063.33,1,1962,1,73.67,1,0,1,0,0,0,0,0,0
2026-08-07T10:15:00.000+02:00,847,2132,0,0,-1285.33,1,2132.33,1,93,1,0,1,0,0,0,0,0,0
2026-08-07T10:30:00.000+02:00,1801,2132,0,0,-331.33,1,2132,1,43.33,1,0,1,1038.67,1,0,0,0,0
2026-08-07T10:45:00.000+02:00,2160,2112,0,0,48.67,1,2112,1,0,0,0,1,1438.33,1,0,0,0,0
2026-08-07T11:00:00.000+02:00,2174,2156,0,0,19,1,2156,1,0,0,0,1,1441.33,1,0,0,0,0
2026-08-07T11:15:00.000+02:00,2215,2329,0,0,-113.33,1,2329.33,1,0,0,0,1,1500.67,1,0,0,0,0
2026-08-07T11:30:00.000+02:00,2219,2282,0,0,-62.67,1,2282,1,58.67,1,0,1,1498,1,0,0,0,0
2026-08-07T11:45:00.000+02:00,2427,2466,0,0,-38,1,2465.67,1,96,1,0,1,1662,1,0,0,0,0
