Date,Consumption,Production,Battery Charging,Battery Discharging,"Smart Meter 
Messung Haus - currentPower 
192.168.86.161","Smart Meter 
Messung Haus - activeDevice 
192.168.86.161","Inverter 
PV-Anlage - currentPower 
192.168.86.250","Inverter 
PV-Anlage - activeDevice 
192.168.86.250","Smart Plug 
Entfeuchter Waschen - currentPower 
192.168.86.23","Smart Plug 
Entfeuchter Waschen - activeDevice 
192.168.86.23","Smart Plug 
Wasserpumpe - currentPower 
192.168.86.27","Smart Plug 
Wasserpumpe - activeDevice 
192.168.86.27","Car Charging 
Ladestation - currentPower 
","Car Charging 
Ladestation - activeDevice 
","Energy Measurement 
Entfeuchter Waschen - currentPower 
192.168.86.23","Energy Measurement 
Entfeuchter Waschen - activeDevice 
192.168.86.23","Energy Measurement 
Wasserpumpe - currentPower 
192.168.86.27","Energy Measurement 
Wasserpumpe - activeDevice 
192.168.86.27"
2023-09-29T09:45:00.000+02:00,0,0,0,0,,,,,,,,,,,,,,
2023-09-29T10:00:00.000+02:00,0,0,0,0,,,,,,,,,,,,,,
2023-09-29T10:15:00.000+02:00,110,311,0,0,0,0,1421.88,1,0,0,0,0,0,0,0,0,0,0
2023-09-29T10:30:00.000+02:00,928,1443,0,0,0,0,1442.69,1,0,0,0,0,0,0,0,0,0,0
2023-09-29T10:45:00.000+02:00,945,1444,0,0,505,1,1444.29,1,0,0,0,0,0,0,0,0,0,0
2023-09-29T11:00:00.000+02:00,1903,1179,0,0,2640.11,1,1129.28,1,0,0,0,0,0,0,0,0,0,0
2023-09-29T11:15:00.000+02:00,925,1649,0,0,0,0,1621.15,1,0,0,0,0,0,0,0,0,0,0
2023-09-29T11:30:00.000+02:00,1080,1725,0,0,2279,1,1746,1,0,0,0,0,0,0,0,0,0,0
2023-09-29T11:45:00.000+02:00,4353,1824,0,0,3019.82,1,1823.87,1,0,0,0,0,0,0,0,0,0,0
2023-09-29T12:00:00.000+02:00,2985,1906,0,0,2622.58,1,1906.42,1,0,0,0,0,0,0,0,0,0,0
2023-09-29T12:15:00.000+02:00,990,1952,0,0,354.22,1,1952.16,1,0,0,0,0,0,0,0,0,0,0
2023-09-29T12:30:00.000+02:00,2222,1979,0,0,455.16,1,1978.9,1,0,0,0,0,0,0,0,0,0,0
2023-09-29T12:45:00.000+02:00,2664,2002,0,0,660.83,1,2002.29,1,0,0,0,0,0,0,0,0,0,0
2023-09-29T13:00:00.000+02:00,2686,2009,0,0,1004.41,1,2008.76,1,0,0,0,0,0,0,0,0,0,0
2023-09-29T13:15:00.000+02:00,2474,1998,0,0,2413.76,1,1998,1,0,0,0,0,0,0,0,0,0,0
2023-09-29T13:30:00.000+02:00,1465,1984,0,0,0,0,1984.14,1,0,0,0,0,0,0,0,0,0,0
2023-09-29T13:45:00.000+02:00,1557,1958,0,0,654.5,1,1957.69,1,0,0,0,0,0,0,0,0,0,0
2023-09-29T14:00:00.000+02:00,1609,1925,0,0,0,0,1924.9,1,0,0,0,0,0,0,0,0,0,0
2023-09-29T14:15:00.000+02:00,1523,1871,0,0,1094,1,1871.23,1,0,0,0,0,0,0,0,0,0,0
2023-09-29T14:30:00.000+02:00,2966,1814,0,0,2717.7,1,1813.66,1,0,0,0,0,0,0,0,0,0,0
2023-09-29T14:45:00.000+02:00,1424,1753,0,0,144.33,1,1752.73,1,0,0,0,0,0,0,0,0,0,0
2023-09-29T15:00:00.000+02:00,1083,1719,0,0,757,1,1719.02,1,0,0,0,0,0,0,0,0,0,0
2023-09-29T15:15:00.000+02:00,1671,1631,0,0,229.09,1,1631.3,1,0,0,0,0,0,0,0,0,0,0
2023-09-29T15:30:00.000+02:00,1462,1386,0,0,432.54,1,1386.16,1,0,0,0,0,0,0,0,0,0,0
2023-09-29T15:45:00.000+02:00,2820,969,0,0,2184.44,1,968.99,1,0,0,0,0,0,0,0,0,0,0
2023-09-29T16:00:00.000+02:00,1246,1251,0,0,527.04,1,1251.47,1,0,0,0,0,0,0,0,0,0,0
2023-09-29T16:15:00.000+02:00,953,1280,0,0,97.82,1,1279.63,1,0,0,0,0,0,0,0,0,0,0
2023-09-29T16:30:00.000+02:00,944,1052,0,0,140.45,1,1051.73,1,0,0,0,0,0,0,0,0,0,0
